appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
537660,Brumm,eiloware,eiloware,,4,3,0,"0 .. 20,000",0,0,0,0,599,599,0,0
537750,Dungeon Of Doom Puzzle,Codespace,Codespace,,4,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
534440,Killing Zombies,FRS Game Studio,"Front Range Software, LLC",,19,5,0,"0 .. 20,000",0,0,0,0,499,499,0,0
546240,The Journey,"Mugurel-Adrian Enache, Diana Marin",MD Lab Games,,6,8,0,"0 .. 20,000",0,0,0,0,499,499,0,0
516470,CRAPPY ZOMBIE GAME,CRAPPY ZOMBIE GAME STUDIO,CRAPPY ZOMBIE GAME STUDIO,,17,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0
518740,Why is the Princess in a Magic Forest?!,Fat Walrus Games,Fat Walrus Games,,1,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
547000,Septic Savages,Jenito,Jenito,,3,1,0,"0 .. 20,000",0,0,0,0,799,799,0,0
513250,Rogue Stache,WubsGames,"WubsGames, BlackShellMedia",,40,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
362150,Ashes of Immortality II - Bad Blood,Warfare Studios,Warfare Studios,,11,8,0,"0 .. 20,000",0,0,0,0,209,699,70,0
445950,Asher,Danl2o2o,Danl2o2o,,11,1,0,"0 .. 20,000",0,0,0,0,599,599,0,0
545400,Natural - Beyond Nature -,Zeiva Inc,Zeiva Inc,,18,5,0,"0 .. 20,000",0,0,0,0,999,999,0,0
461810,CAFE 0 ~The Sleeping Beast~,ROSEVERTE MYSTERY,ROSEVERTE,,36,6,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
542620,Lonelyland VR,Catbox,Catbox,,6,2,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
548020,Warmada,UUUU Interactive,UUUU Interactive,,24,23,0,"0 .. 20,000",0,0,0,0,499,499,0,0
550600,Sphere Complex,OC Game Studio,OC Game Studio,,0,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
523880,peakvox Escape Virus HD,"peakvox, O-TWO inc.",peakvox,,3,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
534270,Solitaire 220 Plus,magnussoft,magnussoft,,5,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
546330,SPACE MOUSE 35th Anniversary edition,"Mindware Co.,Ltd.","Mindware Co.,Ltd.",,18,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
548320,Magical Mysteries: Path of the Sorceress,Alder Games,Alder Games,,16,9,0,"0 .. 20,000",100,0,100,0,499,499,0,0
533630,Fight Me Bro!,Ascension Interactive Media,Ascension Interactive Media,,4,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
442660,The SoulKeeper VR,HELM Systems,HELM Systems,,48,32,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
501640,CyberLink PhotoDirector 8 Ultra,CyberLink,"Koch Media , CyberLink",,11,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
543950,Z`code (VR for HTC Vive),"Shenzhen Weilaishijie Network Technology Co., Ltd.","Shenzhen Weilaishijie Network Technology Co., Ltd.",,1,7,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
491440,Grim Dragons,Punkster Inc.,Punkster Inc.,,19,7,0,"0 .. 20,000",0,0,0,0,599,599,0,0
543120,HandPass VR,Constructive Media,Constructive Media,,0,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
544540,The Fastest Fist,"Beijing Skyline Interaction Technology Co., Ltd.","Beijing Skyline Interaction Technology Co., Ltd.",,35,8,0,"0 .. 20,000",0,0,0,0,999,999,0,0
539090,Clazer,"SynapticSwitch, LLC","SynapticSwitch, LLC, LeadTech, LLC",,23,7,0,"0 .. 20,000",0,0,0,0,2999,2999,0,0
554920,0 Day,Zero Day Games,Zero Day Games,,1,1,0,"0 .. 20,000",0,0,0,0,699,699,0,0
438770,Street Posse Showdown,LS Ensemble,LS Ensemble,,0,2,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
464400,Bounce,Steel Wool Studios,Steel Wool Studios,,36,2,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
515010,A Duel Hand Disaster: Trackher,Ask An Enemy Studios,Ask An Enemy Studios,,26,2,0,"0 .. 20,000",0,0,0,0,999,999,0,0
542520,Lost in the Rift - Reborn,Enno Gottschalk,Enno Gottschalk,,35,7,0,"0 .. 20,000",0,0,0,0,499,499,0,0
550240,After Life - Story of a Father,Green Sawdust,Green Sawdust,,21,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0
557860,Azurea Juncture,Rimebelle Express,Rimebelle Express,,14,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
535750,VR Fun World,toxicbrain,toxicbrain,,9,4,0,"0 .. 20,000",0,0,0,0,199,199,0,0
539980,Space Cat,ondydev,ondydev,,14,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
553100,Timber! The Logging Experts,Stonehill Games,UniqueGames,,7,15,0,"0 .. 20,000",0,0,0,0,799,799,0,0
554470,BladeShield,"Rank17, Silicon Storm",Rank17,,25,2,0,"0 .. 20,000",0,0,0,0,299,299,0,0
