appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
978010,Epic of Serinor: Dawnshadow,Benjamin Mathis,Benjamin Mathis,,4,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
940780,Royal Roads,Studio Bidon Games,8floor,,10,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
979300,Allied Nations,Alex Cooper,Alex Cooper,,1,1,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
971060,Mystery Case Files: The Countess Collector's Edition,Eipix Entertainment,Big Fish Games,,7,4,0,"0 .. 20,000",0,0,0,0,999,999,0,0
976230,TV189,Toby Clark,Trollbae Studios,,9,7,0,"0 .. 20,000",0,0,0,0,99,99,0,0
970760,Khaos Wind,JT Mitchell,Dos Gatitos Games,,5,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
975710,Qipa World-Hello Big Adventure,QIPAWORLD,QIPAWORLD,,19,3,0,"0 .. 20,000",0,0,0,0,99,99,0,0
836610,Jigsaw 360,Brett Jackson (Jumbli),Head Start Design,,21,1,0,"0 .. 20,000",0,0,0,0,199,199,0,0
968620,Bomb N' Bats,Kesyd Games,Kesyd Games,,2,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
976950,Defeat the Beat,"Flying Fire, LLC","Flying Fire, LLC",,3,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
945870,Starcross Arena,Digital Hogwash LLC,Digital Hogwash LLC,,0,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
856100,Little Comet,Outgunned Games,Outgunned Games,,2,0,0,"0 .. 20,000",0,0,0,0,399,399,0,0
949500,Atlantia Animation,Christopher Pollard,Christopher Pollard,,20,16,0,"0 .. 20,000",0,0,0,0,299,299,0,0
968920,It's Not A Moon,Hyeson,Hyeson,,1,4,0,"0 .. 20,000",0,0,0,0,1799,1799,0,0
979810,Grave Keeper,Baldur Games,"Ultimate Games S.A., Gaming Factory S.A.",,31,39,0,"0 .. 20,000",0,0,0,0,999,999,0,0
683970,Entwined: The Perfect Murder,Urchin Games,Impossible Mystery Games,,7,1,0,"0 .. 20,000",0,0,0,0,599,599,0,0
971880,Solitaire Mystery: Four Seasons,Dikobraz Games,JoyBits Ltd.,,7,5,0,"0 .. 20,000",0,0,0,0,599,599,0,0
388000,Wellington's Victory,HexWar Games,HexWar Games,,10,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
715270,Fire and Fury: English Civil War,HexWar Games,HexWar Games,,6,3,0,"0 .. 20,000",0,0,0,0,999,999,0,0
715280,Ancient Battle: Hannibal,HexWar Games,HexWar Games,,5,4,0,"0 .. 20,000",0,0,0,0,999,999,0,0
738590,Wars and Battles: October War,Battle Factory,HexWar Games,,8,2,0,"0 .. 20,000",0,0,0,0,1299,1299,0,0
784130,Treasure Stack,PIXELAKES LLC,PIXELAKES LLC,,12,0,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
862250,Danger!Energy,SaintHeiser,Half-Face Games,,7,0,0,"0 .. 20,000",0,0,0,0,699,699,0,0
980690,Heavy Memories,SaintHeiser,Half-Face Games,,14,3,0,"0 .. 20,000",0,0,0,0,499,499,0,0
955190,Blueprint Word: Classroom,Shard Real,Shard Real,,11,0,0,"0 .. 20,000",0,0,0,0,199,199,0,0
969540,Pattern,"Galen Drew, Michael Bell, Badru",Ice Water Games,,20,4,0,"0 .. 20,000",0,0,0,0,1499,1499,0,0
969870,Klondike & Girls,S'Games,Lucky Games,,5,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
981130,Lucky Skiing,哈视奇科技,哈视奇科技,,1,2,0,"0 .. 20,000",0,0,0,0,699,999,30,0
952130,Origin of Decay,SimppleGames,SimppleGames,,11,4,0,"0 .. 20,000",0,0,0,0,199,199,0,0
980380,HelpTheAlien,WoodenBulldozerStudio,WoodenBulldozerStudio,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
803280,Briquid,Gamious,Gamious,,15,0,0,"0 .. 20,000",0,0,0,0,499,499,0,0
871150,Noble Crusade,Bainware LLC,Bainware LLC,,2,1,0,"0 .. 20,000",0,0,0,0,499,499,0,0
898810,Merv Liberation,Sub Orbital Software,Sub Orbital Software,,0,0,0,"0 .. 20,000",0,0,0,0,299,299,0,0
978490,Yo My Yo!,StepUnique,StepUnique,,2,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
976870,Kukoo Kitchen,Questtracers,Questtracers,,6,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
981160,Woman's body,Softened Cookie,Laush Studio,,0,0,0,"0 .. 20,000",0,0,0,0,99,99,0,0
935960,Zuma Legend VR,Curious Studio,Curious Studio,,1,6,0,"0 .. 20,000",0,0,0,0,599,799,25,0
971080,Shadow Wolf Mysteries: Under the Crimson Moon Collector's Edition,AMAX Interactive,Big Fish Games,,2,0,0,"0 .. 20,000",0,0,0,0,999,999,0,0
966660,Invisible Fist,"Failcore, Pineapple Works",Failcore,,12,1,0,"0 .. 20,000",0,0,0,0,999,999,0,0
977270,RCRacer VR,games.Sharbit,games.Sharbit,,2,0,0,"0 .. 20,000",0,0,0,0,799,799,0,0
