appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1436440,Sleeper Cell,Novice Entertainment Limited,Novice Entertainment Limited,,2,3,0,"200,000 .. 500,000",0,0,0,0,499,499,0,0
496750,The Housewife,Colossal Wreck,Back To Basics Gaming,,84,153,0,"200,000 .. 500,000",232,0,233,0,99,99,0,0
290890,You Must Build A Boat,EightyEightGames,EightyEightGames,,769,160,0,"200,000 .. 500,000",170,0,230,0,499,499,0,7
513590,So Many Cubes,exagongames,NewRealityGames,,43,96,0,"200,000 .. 500,000",267,0,274,0,199,199,0,0
427930,Army of Tentacles: (Not) A Cthulhu Dating Sim,Stegalosaurus Game Development,Stegalosaurus Game Development,,44,37,0,"200,000 .. 500,000",189,0,237,0,499,499,0,0
703860,GRID,Codemasters,"Codemasters, Electronic Arts",,3062,1600,0,"200,000 .. 500,000",719,0,715,0,1999,1999,0,128
73010,Cities in Motion,Colossal Order Ltd.,Paradox Interactive,,746,218,0,"200,000 .. 500,000",187,0,177,0,1999,1999,0,18
497180,Street Legal Racing: Redline v2.3.1,"Invictus Games Ltd., ImageCode","Activision Value Inc., ImageCode",,2383,396,0,"200,000 .. 500,000",1462,0,2254,0,599,599,0,37
45200,Defense of the Oasis,Mind Control Software,"Mind Control Software, Monkey Jump Games",,25,3,0,"200,000 .. 500,000",0,0,0,0,499,499,0,1
224500,Gnomoria,Robotronic Games,Robotronic Games,,2642,765,0,"200,000 .. 500,000",434,0,109,0,1499,1499,0,28
304530,Agents of Mayhem,Deep Silver Volition,Deep Silver,,2492,1656,0,"200,000 .. 500,000",3587,0,3656,0,2999,2999,0,14
1526490,恐惧之间 Fear surrounds,SaltyEgg Studio,SaltyEgg Studio,,6518,857,0,"200,000 .. 500,000",1704,862,443,862,799,799,0,2788
301690,Cobi Treasure Deluxe,Cobra Mobile,KISS ltd,,187,178,0,"200,000 .. 500,000",4,0,5,0,299,299,0,0
886250,PokerStars VR,Lucky VR Inc.,The Stars Group Inc.,,1569,208,0,"200,000 .. 500,000",0,0,0,0,0,0,0,72
224900,Iron Sky: Invasion,Reality Pump,Topware Interactive,,604,423,0,"200,000 .. 500,000",750,349,424,349,1999,1999,0,3
250050,Life Goes On: Done to Death,Infinite Monkeys Entertainment Ltd.,Infinite Monkeys Entertainment Ltd.,,2116,82,0,"200,000 .. 500,000",1078,0,999,0,1299,1299,0,6
402130,FlatOut 4: Total Insanity,Kylotonn,Strategy First,,757,681,0,"200,000 .. 500,000",57,0,57,0,2999,2999,0,7
470310,TROUBLESHOOTER: Abandoned Children,Dandylion,Dandylion,,4913,292,0,"200,000 .. 500,000",1996,0,1067,0,2499,2499,0,341
272230,Sub Rosa,Cryptic Sea,Devolver Digital,,2053,523,0,"200,000 .. 500,000",388,0,410,0,1999,1999,0,74
1010800,Wallpaper Maker （造物主视频桌面）,Dream.Machine,Dream.Machine,,1122,223,0,"200,000 .. 500,000",0,0,0,0,0,0,0,161
589590,Kindergarten,"Con Man Games, SmashGames",SmashGames,,4036,203,0,"200,000 .. 500,000",411,0,231,0,499,499,0,47
417430,Moto Racer  4,Artefacts Studio,Microids,,614,369,0,"200,000 .. 500,000",335,0,354,0,1499,1499,0,2
407230,Legend of Mysteria RPG,Labyrinthine,Senpai Studios,,487,208,0,"200,000 .. 500,000",237,0,224,0,199,199,0,1
356880,Eron,David Mulder,SA Industry,,149,114,0,"200,000 .. 500,000",63,0,81,0,51,399,87,72
696170,SENRAN KAGURA Peach Beach Splash,Tamsoft,"XSEED Games, Marvelous USA, Inc., Marvelous",,2583,689,0,"200,000 .. 500,000",538,2,738,2,2999,2999,0,19
