appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
215530,The Incredible Adventures of Van Helsing,NeocoreGames,NeocoreGames,,7169,1443,0,"500,000 .. 1,000,000",295,0,187,0,1499,1499,0,58
654880,Dream Daddy: A Dad Dating Simulator,Game Grumps,Game Grumps,,4333,426,0,"500,000 .. 1,000,000",248,0,291,0,1499,1499,0,36
240760,Wasteland 2: Director's Cut,inXile Entertainment,inXile Entertainment,,6518,1385,0,"500,000 .. 1,000,000",1964,0,2249,0,2999,2999,0,27
517630,Just Cause 4 Reloaded,Avalanche Studios,Square Enix,,12218,8358,0,"500,000 .. 1,000,000",1239,96,835,96,6903,6903,0,647
288470,Fable Anniversary,Lionhead Studios,Xbox Game Studios,,7744,1513,0,"500,000 .. 1,000,000",647,99,449,99,3499,3499,0,266
210970,The Witness,"Thekla, Inc.","Thekla, Inc.",,10697,1834,0,"500,000 .. 1,000,000",340,0,228,0,959,3999,76,198
32380,STAR WARS Jedi Knight: Dark Forces II,LucasArts,"LucasArts, Lucasfilm, Disney",,1183,365,0,"500,000 .. 1,000,000",73,0,74,0,599,599,0,16
283880,Heroine's Quest: The Herald of Ragnarok,Crystal Shard,Crystal Shard,,1057,152,0,"500,000 .. 1,000,000",138,0,22,0,0,0,0,4
317470,Cubic Castles,Cosmic Cow LLC,Cosmic Cow LLC,,3129,1130,0,"500,000 .. 1,000,000",1106,0,48,0,0,0,0,49
17500,Zombie Panic! Source,Zombie Panic! Team,Zombie Panic! Team,,5952,1057,0,"500,000 .. 1,000,000",189,0,59,0,0,0,0,56
294860,Valkyria Chronicles,SEGA,SEGA,,10365,1048,0,"500,000 .. 1,000,000",1234,0,548,0,1999,1999,0,78
206190,Gunpoint,Suspicious Developments,Suspicious Developments,,11529,302,0,"500,000 .. 1,000,000",248,0,218,0,999,999,0,10
70600,Worms Ultimate Mayhem,Team17 Digital Ltd,Team17 Digital Ltd,,3652,495,0,"500,000 .. 1,000,000",274,478,123,798,1499,1499,0,65
221260,Little Inferno,Tomorrow Corporation,Tomorrow Corporation,,8165,517,0,"500,000 .. 1,000,000",266,0,217,0,1499,1499,0,25
433350,BlackShot: Mercenary Warfare FPS,Vertigo Games America,"Papaya Play, Vertigo Games America",,1513,1288,0,"500,000 .. 1,000,000",369,0,92,0,0,0,0,43
40950,Stronghold HD,FireFly Studios,FireFly Studios,,6207,322,0,"500,000 .. 1,000,000",331,53,161,53,599,599,0,286
107300,Breath of Death VII,Zeboyd Games,Zeboyd Games,,1082,209,0,"500,000 .. 1,000,000",96,0,163,0,299,299,0,1
295550,Royal Quest,Katauri,1C Online Games,,962,406,0,"500,000 .. 1,000,000",34,0,49,0,0,0,0,1
994280,古剑奇谭三(Gujian3),上海烛龙信息科技有限公司,北京网元圣唐娱乐科技有限公司,,29522,4849,0,"500,000 .. 1,000,000",6997,543,938,754,2999,2999,0,1836
359870,FINAL FANTASY X/X-2 HD Remaster,Square Enix,Square Enix,,11281,1109,0,"500,000 .. 1,000,000",1531,261,1007,261,2999,2999,0,980
544920,Darwin Project,Scavengers Studio,Scavengers Studio,,14887,3392,0,"500,000 .. 1,000,000",240,0,93,0,0,0,0,61
418070,Turbo Pug,"Space Cat Studios, SnowFlame, Back To Basics Gaming",Back To Basics Gaming,,3065,309,0,"500,000 .. 1,000,000",235,90,226,90,99,99,0,78
423710,Invasion: Brain Craving,New Reality Games,New Reality Games,,129,166,0,"500,000 .. 1,000,000",239,0,255,0,99,99,0,0
404410,Endless Sky,Michael Zahniser,Michael Zahniser,,4782,418,0,"500,000 .. 1,000,000",976,284,199,284,0,0,0,115
678800,SAS: Zombie Assault 4,Ninja Kiwi,Ninja Kiwi,,4617,837,0,"500,000 .. 1,000,000",134,0,44,0,0,0,0,214
